h,derivada aproximada, cota error
0.1,0.5406722127027574,0.015432098765432098
0.01,0.5540180375615322,0.0015432098765432098
0.001,0.5554012916999529,0.00015432098765432098
0.0001,0.555540124027587,0.0000154320987654321
0.00001,0.5555540123491909,0.00000154320987654321
0.000001,0.5555554011271724,0.00000015432098765432096
0.0000001,0.555555540460162,0.000000015432098765432096
